,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
Tg,36.047897622642076,1.8272453047099084,52.272965541859286,1.6266320446706224,0.8121138274699862,0.01220262495406258
FFV,0.006073762282858296,0.00019390596637879808,0.010327442107252994,0.0004985981375755142,0.8591773547724509,0.013067844252377515
